title,img,writer,price,uri
ΤΑ ΨΗΛΑ ΔΕΝΤΡΑ ΤΗΣ ΓΑΛΛΙΚΗΣ ΕΠΑΝΑΣΤΑΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/196586--xlbook-gavriilidis.jpg,ΚΟΥΡΣΗ ΜΑΡΙΑ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-psila-dentra-tis-gallikis-epanastasis.html
ΚΟΙΝΟΚΤΗΜΟΣΥΝΗ ΤΩΝ ΑΣΤΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/196589--xlbook-gavriilidis.jpg,ΣΤΑΜΟΣ ΠΑΝΑΓΙΩΤΗΣ,"5,28 €|7,04 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kinoktimosini-ton-astron.html
ΜΕΘΕΟΡΤΙΟ Ή LYRICA,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/196568--xlbook-kastaniotis.jpg,ΓΑΡΑΝΤΟΥΔΗΣ ΕΥΡΙΠΙΔΗΣ,"8,90 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/metheortio-i-lyrica.html
ΕΡΩΤΙΚΑ ΕΠΙΓΡΑΜΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/197128--xlbook-iridanos.jpg,ΡΟΥΦΙΝΟΣ,"11,94 €|15,92 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/erotika-epigrammata-2.html
ΤΟ ΘΡΟΪΣΜΑ ΤΟΥ ΜΕΓΑΛΟΥ ΔΡΙΓΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/197647--xlbook-iolkos.jpg,ΔΗΜΗΤΡΑΚΑΚΗ ΧΡΥΣΟΥΛΑ,"14,93 €|19,91 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-throisma-tu-megalu-drigia.html
ΑΠΟΘΗΣΑΥΡΙΣΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/197301--xlbook-tipothito.jpg,ΣΑΜΟΥΗΛΙΔΗΣ ΧΡΗΣΤΟΣ,"8,21 €|10,95 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/apothisairismata.html
Ν ΟΠΩΣ ΝΟΣΤΑΛΓΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195851--xlbook-ipsilon.jpg,ΒΕΗΣ ΓΙΩΡΓΟΣ,"7,23 €|9,04 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/n-opos-nostalgia.html
ΕΠΙ ΞΥΛΟΥ ΚΡΕΜΑΜΕΝΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195796--xlbook-gavriilidis.jpg,ΓΙΑΝΝΑΡΗΣ ΓΙΩΡΓΟΣ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/epi-xilu-kremamenos.html
ΗΧΟΙ ΨΙΘΥΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195797--xlbook-gavriilidis.jpg,ΠΑΠΑΝΔΡΕΟΥ ΕΥΓΕΝΕΙΑ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ihi-psithiron.html
ΠΟΛΥΦΩΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195802--xlbook-dodoni.jpg,ΤΣΙΚΡΙΤΣΗ-ΚΑΤΣΙΑΝΑΚΗ ΧΡΥΣΟΥΛΑ,"6,72 €|8,40 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/polifona.html
ΜΥΣΤΙΚΟΙ ΕΡΩΤΕΣ IV,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195804--xlbook-dodoni.jpg,ΜΑΚΡΑΤΟΣ ΤΑΣΟΣ,"8,40 €|10,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/mistiki-erotes-iv.html
6 ΓΡΑΜΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195805--xlbook-dodoni.jpg,ΛΑΜΠΡΟΠΟΥΛΟΣ ΔΗΜΗΤΡΗΣ,"8,40 €|10,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/6-grammata.html
ΤΟ ΤΕΛΟΣ ΤΗΣ ΑΙΩΝΙΟΤΗΤΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195817--xlbook-iolkos.jpg,ΣΤΑΝΙΣΛΑΒΑ ΓΚΑΒΡΙΛΟΒΙΤΣ,"11,93 €|15,90 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/to-telos-tis-eoniotitas-2.html
ΛΕΥΤΕΡΗΣ ΚΑΙ ΕΙΡΗΝΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/197272--xlbook-panepistimiakes_ekdoseis_kritis.jpg,ΜΑΝΟΥΡΑΣ ΚΩΣΤΑΣ,"14,40 €|18,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/lefteris-ke-irini.html
ΓΡΑΦΗ ΔΕΥΤΕΡΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/196483--xlbook-ipsilon.jpg,ΣΤΑΜΕΛΟΣ ΚΥΡΙΑΚΟΣ,"8,11 €|10,14 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/grafi-defteri.html
Ο ΑΝΘΡΩΠΟΣ ΜΟΝΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/196452--xlbook-kedros.jpg,ΒΑΡΒΕΡΗΣ ΓΙΑΝΝΗΣ,"6,39 €|9,13 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-anthropos-monos.html
ΣΤΟΧΑΣΜΟΙ ΚΑΙ ΜΝΗΜΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/b/1/b149061--xlbook-unknown.jpg,ΒΑΚΗ ΖΕΤΑ,"8,00 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/stohasmi-ke-mnimes.html
ΟΛΟΓΡΑΜΜΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/2/2/226520--xlbook-dromon.jpg,ΝΑΝΟΠΟΥΛΟΥ ΕΛΕΝΗ,"8,48 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ologramma.html
ΤΑ ΡΟΔΑ ΤΗΣ ΑΧΕΡΟΥΣΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195806--xlbook-roes.jpg,ΒΙΣΤΩΝΙΤΗΣ ΑΝΑΣΤΑΣΙΟΣ,"7,95 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-roda-tis-aherusias.html
ΑΣΥΛΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195832--xlbook-melani.jpg,ΗΛΙΟΠΟΥΛΟΥ ΚΑΤΕΡΙΝΑ,"5,32 €|7,09 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/asilo.html
ΧΟΡΧΕ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195833--xlbook-melani.jpg,ΠΑΣΤΑΚΑΣ ΣΩΤΗΡΗΣ,"6,47 €|8,62 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/horhe.html
ΒΑΣΟΣ ΛΥΣΣΑΡΙΔΗΣ ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195713--xlbook-agra.jpg,ΛΥΣΣΑΡΙΔΗΣ ΒΑΣΟΣ,"6,44 €|8,58 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/vasos-lissaridis-piimata.html
ΧΡΙΣΤΟΥΓΕΝΝΑ ΣΤΗΝ ΠΟΙΗΣΗ ΤΟΥ ΜΙΛΤΟΥ ΣΑΧΤΟΥΡΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195790--xlbook-ikaros.jpg,ΛΑΜΠΡΕΛΛΗΣ ΔΗΜΗΤΡΗΣ,"7,54 €|10,05 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/hristugenna-stin-piisi-tu-miltu-sahturi.html
ΚΑΛΕΣ ΓΥΝΑΙΚΕΣ ΚΑΚΕΣ ΓΥΝΑΙΚΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195712--xlbook-agra.jpg,ΑΝΔΡΙΤΣΑΝΟΥ ΕΥΑΓΓΕΛΙΑ,"5,69 €|7,58 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kales-ginekes-kakes-ginekes.html
3000 ΧΡΟΝΙΑ ΕΛΛΗΝΙΚΗ ΕΡΩΤΙΚΗ ΠΟΙΗΣΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/3/0/3000-xronia-elliniki-erotiki-poiisi.png,,"4,20 €|6,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/3000-chronia-elliniki-erotiki-poiisi.html
ΟΡΟΦΟΣ ΜΕΙΟΝ ΕΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195646--xlbook-kastaniotis.jpg,ΛΟΥΚΙΔΟΥ ΕΥΤΥΧΙΑ-ΑΛΕΞΑΝΔΡΑ,"7,42 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/orofos-mion-ena.html
ΜΑΓΩΔΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195647--xlbook-kastaniotis.jpg,ΚΑΤΣΟΥ ΝΑΤΑΛΙΑ,"8,90 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/magodos.html
ΚΟΦΤΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/197318--xlbook-tipothito.jpg,ΚΟΥΡΟΣ ΑΓΓΕΛΟΣ,"8,21 €|10,95 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/koftes.html
ΣΕ ΟΝΟΜΑΖΩ ΘΑ ΠΕΙ ΣΕ ΧΑΝΩ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195437--xlbook-alexandreia.jpg,ΔΑΡΑΚΗ ΖΕΦΗ,"7,16 €|9,54 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/se-onomazo-tha-pi-se-hano.html
ΟΛΑ ΤΑ ΔΕΙΛΙΝΑ ΤΟΥ ΚΟΣΜΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195611--xlbook-agra.jpg,ΚΑΨΑΛΗΣ ΔΙΟΝΥΣΗΣ,"5,72 €|7,62 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ola-ta-dilina-tu-kosmu.html
ΤΑΣΟΣ ΛΕΙΒΑΔΙΤΗΣ:ΥΑΚΙΝΘΟΙ ΒΙΟΛΕΤΕΣ ΚΑΙ ΗΛΙΟΤΡΟΠΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195455--xlbook-kedros.jpg,ΛΕΙΒΑΔΙΤΗΣ ΤΑΣΟΣ,"10,65 €|15,21 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/tasos-livaditis-iakinthi-violetes-ke-iliotropia.html
ΔΙΠΤΥΧΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195196--xlbook-stigmi.jpg,ΚΙΤΣΟΠΟΥΛΟΣ ΘΑΝΑΣΗΣ,"6,02 €|8,03 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/diptiho.html
ΠΟΙΗΜΑΤΑ ΡΕΑ ΓΑΛΑΝΑΚΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195441--xlbook-kastaniotis.jpg,ΓΑΛΑΝΑΚΗ ΡΕΑ,"7,42 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/piimata-rea-galanaki.html
ΠΟΙΗΜΑΤΑ ΣΑΜΑΡΑΚΗΣ ΑΝΤΩΝΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195206--xlbook-kastaniotis.jpg,ΣΑΜΑΡΑΚΗΣ ΑΝΤΩΝΗΣ,"8,90 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/piimata-samarakis-antonis.html
"ΟΥΡΛΙΑΧΤΟ, ΚΑΝΤΙΣ ΚΑΙ ΑΛΛΑ ΠΟΙΗΜΑΤΑ",https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_544.png,GINSBERG ALLEN/ ΓΚΙΝΣΜΠΕΡΓΚ ΑΛΛΕΝ,"8,74 €|17,47 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/oyrliachto-kantis-kai-alla-poiimata.html
ΜΟΝΑΞΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195184--xlbook-armos.jpg,ΤΡΑΚΑΚΗ ΚΑΤΕΡΙΝΑ,"6,09 €|8,12 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/monaxia-5.html
ΔΙΚΑΙΩΜΑ ΠΡΟΣΔΟΚΙΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195069--xlbook-agra.jpg,ΤΡΙΑΝΤΑΦΥΛΛΙΔΟΥ ΓΕΩΡΓΙΑ,"5,71 €|7,62 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/dikeoma-prosdokias.html
ΤΟ ΒΙΒΛΙΟ ΤΗΣ ΦΤΩΧΕΙΑΣ ΚΑΙ ΤΟΥ ΘΑΝΑΤΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/i/file_3833.png,RILKE RAINER-MARIA/ ΡΙΛΚΕ ΡΑΙΝΕΡ-ΜΑΡΙΑ,"9,00 €|12,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/to-biblio-tis-ftocheias-kai-toy-thanatoy.html
Ο ΠΟΙΗΤΗΣ ΚΑΙ Ο ΠΟΛΙΤΗΣ ΓΙΑΝΝΗΣ ΡΙΤΣΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195250--xlbook-kedros.jpg,,"23,00 €|32,85 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-piitis-ke-o-politis-giannis-ritsos.html
ΧΑΡΤΟΜΑΝΤΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195220--xlbook-kastaniotis.jpg,ΛΟΥΚΑΚΗΣ ΜΑΝΟΣ,"7,42 €|10,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/hartomantis.html
ΒΙΒΛΙΟ ΤΗΣ ΦΤΩΧΕΙΑΣ ΚΑΙ ΤΟΥ ΘΑΝΑΤΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195084--xlbook-indiktos.jpg,ΡΙΛΚΕ ΡΑΙΝΕΡ ΜΑΡΙΑ,"8,96 €|11,94 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/vivlio-tis-endias-ke-tu-thanatu.html
ΝΟΤΡ ΝΤΑΜ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195377--xlbook-sigareta_-_odos_panos.jpg,ΠΟΛΕΝΑΚΗΣ ΣΤΑΜΑΤΗΣ,"7,50 €|10,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/notr-ntam.html
ΤΑ ΟΡΙΑ ΤΟΥ ΛΑΒΥΡΙΝΘΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194793--xlbook-kedros.jpg,ΛΙΛΛΗΣ ΓΙΩΡΓΟΣ,"6,76 €|9,65 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-oria-tu-lavirinthu.html
ΜΕ ΤΗΝ ΚΙΝΗΣΗ ΤΩΝ ΥΑΛΟΚΑΘΑΡΙΣΤΗΡΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194794--xlbook-kedros.jpg,ΧΑΡΙΤΩΝΙΔΗΣ ΓΕΩΡΓΙΟΣ,"6,75 €|9,64 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/me-tin-kinisi-ton-ialokatharistiron.html
ΒΑΘΙΕΣ ΑΝΑΣΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195094--xlbook-iolkos.jpg,ΠΑΠΑΕΥΑΓΓΕΛΟΥ ΧΡΥΣΟΥΛΑ,"6,02 €|8,03 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/vathies-anases.html
ΠΥΞΙΔΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194684--xlbook-odisseas.jpg,ΠΟΜΩΝΗΣ ΓΙΑΝΝΗΣ,"3,80 €|5,06 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/pixida.html
ΝΥΧΤΕΣ ΕΒΑΔΙΖΕ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194766--xlbook-gavriilidis.jpg,ΠΟΜΩΝΗΣ ΓΙΑΝΝΗΣ,"5,22 €|6,96 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/nihtes-evadize.html
ΟΚΤΑΝΕΜΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194767--xlbook-gavriilidis.jpg,ΓΙΩΡΓΟΣ ΑΝΩΜΕΡΙΤΗΣ,"5,22 €|6,96 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/oktanema.html
Η ΚΡΥΦΗ ΣΥΛΛΟΓΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194616--xlbook-kedros.jpg,ΠΟΥΛΙΟΣ ΛΕΥΤΕΡΗΣ,"6,75 €|9,65 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-krifi-sillogi.html
ΚΑΤΑΣΑΡΚΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194617--xlbook-kedros.jpg,ΓΙΟΒΑΝΝΑ,"7,11 €|10,15 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/katasarka.html
ΣΥΝΔΕΣΗ ΜΕ ΤΑ ΠΡΟΗΓΟΥΜΕΝΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194619--xlbook-kedros.jpg,ΣΙΩΤΗΣ ΝΤΙΝΟΣ,"6,76 €|9,65 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sindesi-me-ta-proigumena.html
ΤΑ ΚΑΛΥΤΕΡΑ ΠΟΙΗΜΑΤΑ ΤΗΣ ΓΚΑΜΠΡΙΕΛΑ ΜΙΣΤΡΑΛ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194562--xlbook-ekati.jpg,ΜΙΣΤΡΑΛ ΓΚΑΜΠΡΙΕΛΑ,"9,47 €|12,62 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/ta-kalitera-piimata-tis-gabriela-mistral.html
ΑΥΤΟΒΙΟΓΡΑΦΙΑ ΤΟΥ ΑΘΕΑΤΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194952--xlbook-metaihmio.jpg,ΠΡΩΙΜΟΥ ΛΕΛΗ,"6,57 €|9,12 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/aitoviografia-tu-atheatu.html
ΕΠΙΣΤΡΟΦΗ ΣΤΗΝ ΕΝΙΑΙΑ ΧΩΡΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/p/s/psaltis1--xlbook-ikaros.jpg,ΓΙΩΡΓΟΣ Κ. ΨΑΛΤΗΣ,"9,09 €|12,12 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/epistrofi-stin-eniea-hora.html
ΛΗΝΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194480--xlbook-ikaros.jpg,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΔΗΜΗΣ,"9,04 €|12,05 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/linos.html
ΓΙΩΡΓΟΣ ΣΕΦΕΡΗΣ: ΜΕΛΕΤΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195461--xlbook-patakis.jpg,ΜΑΡΩΝΙΤΗΣ ΔΗΜΗΤΡΗΣ Ν.,"12,18 €|17,40 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/giorgos-seferis-meletimata.html
ΟΔΥΣΣΕΑΣ ΕΛΥΤΗΣ: ΜΕΛΕΤΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/195462--xlbook-patakis.jpg,ΜΑΡΩΝΙΤΗΣ ΔΗΜΗΤΡΗΣ Ν.,"7,35 €|10,50 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/odisseas-elitis-meletimata.html
ΠΡΩΤΟ ΦΩΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194707--xlbook-kedros.jpg,ΜΠΡΑΤΣΟΣ ΑΘΑΝΑΣΙΟΣ,"8,53 €|12,18 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/proto-fos.html
ΗΛΕΚΤΡΙΣΜΕΝΗ ΠΟΛΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194472--xlbook-kedros.jpg,ΚΟΝΤΟΣ ΓΙΑΝΝΗΣ,"8,88 €|12,68 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ilektrismeni-poli.html
ΑΠΟ ΗΛΙΟ ΣΕ ΗΛΙΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194439--xlbook-gavriilidis.jpg,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/apo-ilio-se-ilio.html
ΠΡΟΣΩΠΕΙΑ ΕΠΙ ΠΙΣΤΩΣΕΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194463--xlbook-gavriilidis.jpg,ΓΙΑΝΝΙΟΣ ΓΙΩΡΓΟΣ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/prosopia-epi-pistosi.html
ΑΥΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/194464--xlbook-gavriilidis.jpg,ΦΕΛΕΚΙΔΟΥ ΡΙΑ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/aita.html
ΑΝΟΙΞΗ ΨΥΧΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/a/n/anoixi_psichis--xlbook-unknown.jpg,ΒΑΓΙΑΚΑΚΟΣ ΝΙΚΟΛΑΟΣ,"7,46 €|9,94 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/anixi-psihis.html
ΑΔΗΛΟΣ ΑΝΑΠΝΟΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/193355--xlbook-ipsilon.jpg,ΧΑΤΖΙΔΑΚΙ ΝΑΤΑΣΑ,"11,36 €|14,20 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/adilos-anapnoi.html
ΣΥΝΝΕΦΟ ΜΕ ΠΑΝΤΕΛΟΝΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/9/193315--xlbook-armos.jpg,ΜΑΓΙΑΚΟΦΣΚΙ ΒΛΑΝΤΙΜΙΡ ΒΛΑΝΤΙΜΙΡΟΒΙΤΣ,"11,41 €|15,21 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/sinnefo-me-pantelonia.html
